City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,itapirapua,-15.8233,-50.6133,33.660000000000025,38,67,1.27,BR,1700856453
274,adrar,20.5022,-10.0711,20.569999999999993,19,0,4.86,MR,1700856735
275,saipan,15.1355,145.701,26.54000000000002,94,40,5.14,MP,1700856736
276,hancheng,32.5186,112.3522,4.889999999999986,31,91,4.91,CN,1700856737
277,enumclaw,47.2043,-121.9915,7.240000000000009,83,0,0.45,US,1700856496
278,lincoln city,44.9582,-124.0179,12.310000000000002,60,0,2.24,US,1700856711
279,andong,36.5656,128.725,-4.399999999999977,50,0,1.1,KR,1700856599
280,balabac,7.9868,117.0645,27.839999999999975,80,94,5.23,PH,1700856740
281,sicuani,-14.2694,-71.2261,14.839999999999975,54,100,2.23,PE,1700856741
282,changli,39.7042,119.1506,-5.670000000000016,24,1,1.5,CN,1700856742
283,happy valley-goose bay,53.3168,-60.3315,-7.680000000000007,67,75,10.29,CA,1700856743
284,sao joao da barra,-21.6403,-41.0511,23.95999999999998,87,98,8.35,BR,1700856617
285,alesund,62.4723,6.1549,7.240000000000009,80,40,14.92,NO,1700856606
286,ordubad,38.9059,46.0234,10.310000000000002,51,1,2.44,AZ,1700856745
287,olonkinbyen,70.9221,-8.7187,0.12000000000000455,61,100,7.14,SJ,1700856746
288,i-n-salah,27.1935,2.4607,15.829999999999984,33,0,3.92,DZ,1700856747
289,novoul'yanovsk,54.1496,48.3891,1.3999999999999773,97,100,7.15,RU,1700856748
290,yaren,-0.5472,166.916,28.410000000000025,73,95,1.19,NR,1700856749
291,afaahiti,-17.75,-149.2833,28.079999999999984,87,100,11.17,PF,1700856749
292,ambagarh chauki,20.7833,80.7167,18.660000000000025,67,0,1.24,IN,1700856750
293,selfoss,63.9331,-20.9971,1.9300000000000068,68,100,3.0,IS,1700856751
294,prince rupert,54.3161,-130.3201,7.980000000000018,98,100,2.06,CA,1700856752
295,jianguang,28.1938,115.7836,10.45999999999998,59,56,3.34,CN,1700856753
296,yeppoon,-23.1333,150.7333,21.029999999999973,74,100,6.16,AU,1700856515
297,arraial do cabo,-22.9661,-42.0278,24.069999999999993,78,100,5.14,BR,1700856489
298,thompson,55.7435,-97.8558,-0.7599999999999909,64,75,7.2,CA,1700856755
299,nova sintra,14.8667,-24.7167,24.029999999999973,70,0,7.89,CV,1700856756
300,nadi,-17.8,177.4167,26.149999999999977,69,40,2.57,FJ,1700856756
301,ylitornio,66.3089,23.6773,-10.70999999999998,91,96,4.34,FI,1700856757
302,dalhart,36.0595,-102.5133,-0.839999999999975,47,100,4.12,US,1700856758
303,el granada,37.5027,-122.4694,17.089999999999975,32,0,3.6,US,1700856759
304,vernon,50.2581,-119.2691,2.5400000000000205,79,72,0.45,CA,1700856505
305,williams,52.1415,-122.1445,1.910000000000025,68,20,1.03,CA,1700856761
